i	height	delta	push_m	rock_m	push_i
7374	11308	2	3211	4	43575
7375	11310	2	3217	0	43581
7376	11311	1	3221	1	43585
7377	11313	2	3225	2	43589
7378	11315	2	3230	3	43594
7379	11317	2	3235	4	43599
7380	11319	2	3241	0	43605
7381	11319	0	3245	1	43609
7382	11319	0	3253	2	43617
7383	11322	3	3260	3	43624
7384	11326	4	3264	4	43628
7385	11326	0	3268	0	43632
7386	11327	1	3278	1	43642
7387	11330	3	3282	2	43646
7388	11332	2	3286	3	43650
7389	11336	4	3291	4	43655
7390	11336	0	3295	0	43659
7391	11336	0	3305	1	43669
7392	11336	0	3313	2	43677
7393	11339	3	3320	3	43684
7394	11339	0	3324	4	43688
7395	11339	0	3340	0	43704
7396	11340	1	3346	1	43710
7397	11343	3	3350	2	43714
7398	11346	3	3354	3	43718
7399	11346	0	3358	4	43722
7400	11348	2	3366	0	43730
7401	11348	0	3370	1	43734
7402	11350	2	3376	2	43740
7403	11353	3	3381	3	43745
7404	11353	0	3385	4	43749
7405	11354	1	3394	0	43758
7406	11355	1	3399	1	43763
7407	11355	0	3403	2	43767
7408	11358	3	3410	3	43774
7409	11359	1	3414	4	43778
7410	11360	1	3421	0	43785
7411	11361	1	3426	1	43790
7412	11364	3	3430	2	43794
7413	11367	3	3434	3	43798
7414	11371	4	3438	4	43802
7415	11371	0	3442	0	43806
7416	11372	1	3452	1	43816
7417	11374	2	3456	2	43820
7418	11375	1	3461	3	43825
7419	11378	3	3467	4	43831
7420	11378	0	3472	0	43836
7421	11378	0	3481	1	43845
7422	11379	1	3488	2	43852
7423	11381	2	3494	3	43858
7424	11383	2	3499	4	43863
7425	11383	0	3505	0	43869
7426	11384	1	3511	1	43875
7427	11387	3	3515	2	43879
7428	11387	0	3519	3	43883
7429	11391	4	3527	4	43891
7430	11391	0	3531	0	43895
7431	11392	1	3540	1	43904
7432	11395	3	3544	2	43908
7433	11398	3	3548	3	43912
7434	11400	2	3552	4	43916
7435	11400	0	3558	0	43922
7436	11401	1	3564	1	43928
7437	11403	2	3568	2	43932
7438	11404	1	3573	3	43937
7439	11406	2	3579	4	43943
7440	11406	0	3585	0	43949
7441	11407	1	3592	1	43956
7442	11410	3	3596	2	43960
7443	11412	2	3600	3	43964
7444	11413	1	3605	4	43969
7445	11414	1	3612	0	43976
7446	11415	1	3617	1	43981
7447	11417	2	3621	2	43985
7448	11419	2	3626	3	43990
7449	11421	2	3631	4	43995
7450	11421	0	3637	0	44001
7451	11422	1	3646	1	44010
7452	11425	3	3650	2	44014
7453	11425	0	3654	3	44018
7454	11427	2	3661	4	44025
7455	11429	2	3667	0	44031
7456	11430	1	3671	1	44035
7457	11433	3	3675	2	44039
7458	11435	2	3679	3	44043
7459	11437	2	3684	4	44048
7460	11437	0	3690	0	44054
7461	11438	1	3706	1	44070
7462	11440	2	3710	2	44074
7463	11441	1	3715	3	44079
7464	11444	3	3721	4	44085
7465	11444	0	3726	0	44090
7466	11445	1	3735	1	44099
7467	11448	3	3739	2	44103
7468	11448	0	3743	3	44107
7469	11452	4	3750	4	44114
7470	11454	2	3754	0	44118
7471	11455	1	3758	1	44122
7472	11458	3	3762	2	44126
7473	11461	3	3766	3	44130
7474	11461	0	3770	4	44134
7475	11463	2	3788	0	44152
7476	11464	1	3792	1	44156
7477	11467	3	3796	2	44160
7478	11470	3	3800	3	44164
7479	11472	2	3804	4	44168
7480	11474	2	3810	0	44174
7481	11474	0	3814	1	44178
7482	11474	0	3822	2	44186
7483	11477	3	3829	3	44193
7484	11479	2	3833	4	44197
7485	11479	0	3839	0	44203
7486	11480	1	3847	1	44211
7487	11483	3	3851	2	44215
7488	11485	2	3855	3	44219
7489	11489	4	3860	4	44224
7490	11489	0	3864	0	44228
7491	11490	1	3874	1	44238
7492	11490	0	3878	2	44242
7493	11493	3	3890	3	44254
7494	11493	0	3894	4	44258
7495	11495	2	3907	0	44271
7496	11496	1	3911	1	44275
7497	11498	2	3915	2	44279
7498	11501	3	3920	3	44284
7499	11501	0	3924	4	44288
7500	11503	2	3933	0	44297
7501	11504	1	3937	1	44301
7502	11505	1	3941	2	44305
7503	11508	3	3947	3	44311
7504	11512	4	3951	4	44315
7505	11512	0	3955	0	44319
7506	11512	0	3965	1	44329
7507	11514	2	3977	2	44341
7508	11514	0	3982	3	44346
7509	11514	0	3995	4	44359
7510	11516	2	4007	0	44371
7511	11516	0	4011	1	44375
7512	11517	1	4018	2	44382
7513	11520	3	4024	3	44388
7514	11524	4	4028	4	44392
7515	11524	0	4032	0	44396
7516	11525	1	4042	1	44406
7517	11528	3	4046	2	44410
7518	11528	0	4050	3	44414
7519	11528	0	4057	4	44421
7520	11530	2	4073	0	44437
7521	11530	0	4077	1	44441
7522	11533	3	4083	2	44447
7523	11536	3	4087	3	44451
7524	11536	0	4091	4	44455
7525	11536	0	4102	0	44466
7526	11537	1	4108	1	44472
7527	11540	3	4112	2	44476
7528	11540	0	4116	3	44480
7529	11542	2	4123	4	44487
7530	11542	0	4129	0	44493
7531	11542	0	4135	1	44499
7532	11544	2	4141	2	44505
7533	11546	2	4146	3	44510
7534	11547	1	4151	4	44515
7535	11547	0	4158	0	44522
7536	11548	1	4165	1	44529
7537	11549	1	4169	2	44533
7538	11551	2	4175	3	44539
7539	11552	1	4180	4	44544
7540	11554	2	4187	0	44551
7541	11555	1	4191	1	44555
7542	11558	3	4195	2	44559
7543	11560	2	4199	3	44563
7544	11562	2	4204	4	44568
7545	11562	0	4210	0	44574
7546	11563	1	4218	1	44582
7547	11566	3	4222	2	44586
7548	11568	2	4226	3	44590
7549	11568	0	4231	4	44595
7550	11568	0	4243	0	44607
7551	11568	0	4249	1	44613
7552	11570	2	4255	2	44619
7553	11573	3	4260	3	44624
7554	11573	0	4264	4	44628
7555	11573	0	4273	0	44637
7556	11574	1	4279	1	44643
7557	11577	3	4283	2	44647
7558	11577	0	4287	3	44651
7559	11580	3	4294	4	44658
7560	11580	0	4299	0	44663
7561	11581	1	4308	1	44672
7562	11584	3	4312	2	44676
7563	11587	3	4316	3	44680
7564	11589	2	4320	4	44684
7565	11589	0	4326	0	44690
7566	11589	0	4338	1	44702
7567	11591	2	4344	2	44708
7568	11594	3	4349	3	44713
7569	11596	2	4353	4	44717
7570	11596	0	4359	0	44723
7571	11597	1	4376	1	44740
7572	11600	3	4380	2	44744
7573	11602	2	4384	3	44748
7574	11604	2	4389	4	44753
7575	11604	0	4395	0	44759
7576	11605	1	4401	1	44765
7577	11608	3	4405	2	44769
7578	11611	3	4409	3	44773
7579	11611	0	4413	4	44777
7580	11611	0	4424	0	44788
7581	11612	1	4430	1	44794
7582	11614	2	4434	2	44798
7583	11616	2	4439	3	44803
7584	11616	0	4444	4	44808
7585	11618	2	4452	0	44816
7586	11619	1	4456	1	44820
7587	11622	3	4460	2	44824
7588	11625	3	4464	3	44828
7589	11625	0	4468	4	44832
7590	11625	0	4483	0	44847
7591	11626	1	4489	1	44853
7592	11629	3	4493	2	44857
7593	11632	3	4497	3	44861
7594	11634	2	4501	4	44865
7595	11634	0	4507	0	44871
7596	11634	0	4519	1	44883
7597	11636	2	4525	2	44889
7598	11639	3	4530	3	44894
7599	11639	0	4534	4	44898
7600	11639	0	4549	0	44913
7601	11640	1	4555	1	44919
7602	11643	3	4559	2	44923
7603	11643	0	4563	3	44927
7604	11646	3	4570	4	44934
7605	11646	0	4575	0	44939
7606	11647	1	4582	1	44946
7607	11650	3	4586	2	44950
7608	11653	3	4590	3	44954
7609	11653	0	4594	4	44958
7610	11653	0	4602	0	44966
7611	11654	1	4616	1	44980
7612	11657	3	4620	2	44984
7613	11657	0	4624	3	44988
7614	11658	1	4634	4	44998
7615	11659	1	4641	0	45005
7616	11659	0	4646	1	45010
7617	11661	2	4651	2	45015
7618	11664	3	4656	3	45020
7619	11664	0	4660	4	45024
7620	11664	0	4669	0	45033
7621	11665	1	4675	1	45039
7622	11668	3	4679	2	45043
7623	11671	3	4683	3	45047
7624	11673	2	4687	4	45051
7625	11673	0	4693	0	45057
7626	11674	1	4701	1	45065
7627	11676	2	4705	2	45069
7628	11678	2	4710	3	45074
7629	11680	2	4715	4	45079
7630	11680	0	4721	0	45085
7631	11681	1	4729	1	45093
7632	11684	3	4733	2	45097
7633	11686	2	4737	3	45101
7634	11688	2	4742	4	45106
7635	11690	2	4748	0	45112
7636	11691	1	4752	1	45116
7637	11694	3	4756	2	45120
7638	11694	0	4760	3	45124
7639	11698	4	4767	4	45131
7640	11698	0	4771	0	45135
7641	11698	0	4779	1	45143
7642	11700	2	4785	2	45149
7643	11702	2	4790	3	45154
7644	11703	1	4795	4	45159
7645	11703	0	4802	0	45166
7646	11704	1	4812	1	45176
7647	11706	2	4816	2	45180
7648	11708	2	4821	3	45185
7649	11712	4	4826	4	45190
7650	11714	2	4830	0	45194
7651	11715	1	4834	1	45198
7652	11718	3	4838	2	45202
7653	11721	3	4842	3	45206
7654	11723	2	4846	4	45210
7655	11723	0	4852	0	45216
7656	11723	0	4875	1	45239
7657	11723	0	4885	2	45249
7658	11726	3	4894	3	45258
7659	11726	0	4898	4	45262
7660	11726	0	4908	0	45272
7661	11727	1	4917	1	45281
7662	11730	3	4921	2	45285
7663	11730	0	4925	3	45289
7664	11732	2	4932	4	45296
7665	11734	2	4938	0	45302
7666	11735	1	4942	1	45306
7667	11738	3	4946	2	45310
7668	11741	3	4950	3	45314
7669	11743	2	4954	4	45318
7670	11745	2	4960	0	45324
7671	11746	1	4964	1	45328
7672	11749	3	4968	2	45332
7673	11752	3	4972	3	45336
7674	11754	2	4976	4	45340
7675	11756	2	4982	0	45346
7676	11757	1	4986	1	45350
7677	11759	2	4990	2	45354
7678	11761	2	4995	3	45359
7679	11765	4	5000	4	45364
7680	11765	0	5004	0	45368
7681	11766	1	5014	1	45378
7682	11768	2	5018	2	45382
7683	11771	3	5023	3	45387
7684	11771	0	5027	4	45391
7685	11771	0	5036	0	45400
7686	11772	1	5042	1	45406
7687	11775	3	5046	2	45410
7688	11778	3	5050	3	45414
7689	11782	4	5054	4	45418
7690	11782	0	5058	0	45422
7691	11783	1	5078	1	45442
7692	11783	0	5082	2	45446
7693	11786	3	5093	3	45457
7694	11786	0	5097	4	45461
7695	11786	0	5108	0	45472
7696	11787	1	5114	1	45478
7697	11790	3	5118	2	45482
7698	11792	2	5122	3	45486
7699	11794	2	5127	4	45491
7700	11794	0	5133	0	45497
7701	11795	1	5141	1	45505
7702	11798	3	5145	2	45509
7703	11801	3	5149	3	45513
7704	11801	0	5153	4	45517
7705	11801	0	5163	0	45527
7706	11802	1	5169	1	45533
7707	11805	3	5173	2	45537
7708	11808	3	5177	3	45541
7709	11810	2	5181	4	45545
7710	11812	2	5187	0	45551
7711	11813	1	5191	1	45555
7712	11816	3	5195	2	45559
7713	11818	2	5199	3	45563
7714	11820	2	5204	4	45568
7715	11820	0	5210	0	45574
7716	11821	1	5218	1	45582
7717	11823	2	5222	2	45586
7718	11824	1	5227	3	45591
7719	11826	2	5233	4	45597
7720	11826	0	5239	0	45603
7721	11827	1	5245	1	45609
7722	11830	3	5249	2	45613
7723	11833	3	5253	3	45617
7724	11835	2	5257	4	45621
7725	11837	2	5263	0	45627
7726	11837	0	5267	1	45631
7727	11840	3	5275	2	45639
7728	11842	2	5279	3	45643
7729	11844	2	5284	4	45648
7730	11846	2	5290	0	45654
7731	11847	1	5294	1	45658
7732	11850	3	5298	2	45662
7733	11853	3	5302	3	45666
7734	11855	2	5306	4	45670
7735	11855	0	5312	0	45676
7736	11856	1	5320	1	45684
7737	11856	0	5324	2	45688
7738	11859	3	5332	3	45696
7739	11859	0	5336	4	45700
7740	11861	2	5344	0	45708
7741	11862	1	5348	1	45712
7742	11865	3	5352	2	45716
7743	11868	3	5356	3	45720
7744	11872	4	5360	4	45724
7745	11872	0	5364	0	45728
7746	11873	1	5374	1	45738
7747	11876	3	5378	2	45742
7748	11876	0	5382	3	45746
7749	11878	2	5389	4	45753
7750	11878	0	5395	0	45759
7751	11879	1	5401	1	45765
7752	11882	3	5405	2	45769
7753	11884	2	5409	3	45773
7754	11884	0	5414	4	45778
7755	11884	0	5434	0	45798
7756	11885	1	5444	1	45808
7757	11888	3	5448	2	45812
7758	11888	0	5452	3	45816
7759	11891	3	5459	4	45823
7760	11891	0	5464	0	45828
7761	11892	1	5477	1	45841
7762	11892	0	5481	2	45845
7763	11895	3	5490	3	45854
7764	11897	2	5494	4	45858
7765	11899	2	5500	0	45864
7766	11900	1	5504	1	45868
7767	11902	2	5508	2	45872
7768	11904	2	5513	3	45877
7769	11904	0	5518	4	45882
7770	11906	2	5534	0	45898
7771	11906	0	5538	1	45902
7772	11909	3	5546	2	45910
7773	11911	2	5550	3	45914
7774	11911	0	5555	4	45919
7775	11911	0	5567	0	45931
7776	11912	1	5575	1	45939
7777	11914	2	5579	2	45943
7778	11917	3	5584	3	45948
7779	11917	0	5588	4	45952
7780	11917	0	5597	0	45961
7781	11918	1	5603	1	45967
7782	11920	2	5607	2	45971
7783	11922	2	5612	3	45976
7784	11922	0	5617	4	45981
7785	11924	2	5625	0	45989
7786	11924	0	5629	1	45993
7787	11926	2	5635	2	45999
7788	11928	2	5640	3	46004
7789	11930	2	5645	4	46009
7790	11930	0	5651	0	46015
7791	11931	1	5659	1	46023
7792	11931	0	5663	2	46027
7793	11934	3	5670	3	46034
7794	11934	0	5674	4	46038
7795	11934	0	5688	0	46052
7796	11935	1	5694	1	46058
7797	11937	2	5698	2	46062
7798	11938	1	5703	3	46067
7799	11940	2	5709	4	46073
7800	11940	0	5715	0	46079
7801	11941	1	5723	1	46087
7802	11943	2	5727	2	46091
7803	11944	1	5732	3	46096
7804	11947	3	5738	4	46102
7805	11947	0	5743	0	46107
7806	11947	0	5752	1	46116
7807	11948	1	5759	2	46123
7808	11951	3	5765	3	46129
7809	11951	0	5769	4	46133
7810	11951	0	5782	0	46146
7811	11952	1	5788	1	46152
7812	11955	3	5792	2	46156
7813	11958	3	5796	3	46160
7814	11962	4	5800	4	46164
7815	11962	0	5804	0	46168
7816	11962	0	5823	1	46187
7817	11962	0	5833	2	46197
7818	11965	3	5842	3	46206
7819	11965	0	5846	4	46210
7820	11965	0	5858	0	46222
7821	11965	0	5867	1	46231
7822	11967	2	5873	2	46237
7823	11970	3	5878	3	46242
7824	11970	0	5882	4	46246
7825	11972	2	5890	0	46254
7826	11973	1	5894	1	46258
7827	11976	3	5898	2	46262
7828	11978	2	5902	3	46266
7829	11980	2	5907	4	46271
7830	11980	0	5913	0	46277
7831	11980	0	5922	1	46286
7832	11982	2	5928	2	46292
7833	11985	3	5933	3	46297
7834	11985	0	5937	4	46301
7835	11985	0	5947	0	46311
7836	11986	1	5953	1	46317
7837	11989	3	5957	2	46321
7838	11991	2	5961	3	46325
7839	11992	1	5966	4	46330
7840	11994	2	5973	0	46337
7841	11995	1	5977	1	46341
7842	11998	3	5981	2	46345
7843	12001	3	5985	3	46349
7844	12003	2	5989	4	46353
7845	12003	0	5995	0	46359
7846	12004	1	6007	1	46371
7847	12004	0	6011	2	46375
7848	12007	3	6019	3	46383
7849	12007	0	6023	4	46387
7850	12007	0	6045	0	46409
7851	12008	1	6052	1	46416
7852	12011	3	6056	2	46420
7853	12014	3	6060	3	46424
7854	12016	2	6064	4	46428
7855	12018	2	6070	0	46434
7856	12018	0	6074	1	46438
7857	12020	2	6082	2	46446
7858	12022	2	6087	3	46451
7859	12022	0	6092	4	46456
7860	12024	2	6100	0	46464
7861	12024	0	6104	1	46468
7862	12027	3	6112	2	46476
7863	12029	2	6116	3	46480
7864	12031	2	6121	4	46485
7865	12031	0	6127	0	46491
7866	12032	1	6135	1	46499
7867	12035	3	6139	2	46503
7868	12035	0	6143	3	46507
7869	12037	2	6150	4	46514
7870	12037	0	6156	0	46520
7871	12038	1	6176	1	46540
7872	12041	3	6180	2	46544
7873	12044	3	6184	3	46548
7874	12046	2	6188	4	46552
7875	12046	0	6194	0	46558
7876	12047	1	6200	1	46564
7877	12050	3	6204	2	46568
7878	12053	3	6208	3	46572
7879	12055	2	6212	4	46576
7880	12055	0	6218	0	46582
7881	12056	1	6224	1	46588
7882	12059	3	6228	2	46592
7883	12061	2	6232	3	46596
7884	12065	4	6237	4	46601
7885	12067	2	6241	0	46605
7886	12068	1	6245	1	46609
7887	12069	1	6249	2	46613
7888	12071	2	6255	3	46619
7889	12072	1	6260	4	46624
7890	12072	0	6267	0	46631
7891	12073	1	6274	1	46638
7892	12076	3	6278	2	46642
7893	12079	3	6282	3	46646
7894	12081	2	6286	4	46650
7895	12081	0	6292	0	46656
7896	12082	1	6298	1	46662
7897	12085	3	6302	2	46666
7898	12088	3	6306	3	46670
7899	12088	0	6310	4	46674
7900	12088	0	6327	0	46691
7901	12089	1	6338	1	46702
7902	12091	2	6342	2	46706
7903	12094	3	6347	3	46711
7904	12094	0	6351	4	46715
7905	12096	2	6360	0	46724
7906	12097	1	6364	1	46728
7907	12100	3	6368	2	46732
7908	12100	0	6372	3	46736
7909	12104	4	6379	4	46743
7910	12104	0	6383	0	46747
7911	12105	1	6391	1	46755
7912	12108	3	6395	2	46759
7913	12111	3	6399	3	46763
7914	12111	0	6403	4	46767
7915	12111	0	6413	0	46777
7916	12112	1	6419	1	46783
7917	12115	3	6423	2	46787
7918	12117	2	6427	3	46791
7919	12117	0	6432	4	46796
7920	12118	1	6441	0	46805
7921	12119	1	6446	1	46810
7922	12122	3	6450	2	46814
7923	12124	2	6454	3	46818
7924	12125	1	6459	4	46823
7925	12126	1	6466	0	46830
7926	12127	1	6471	1	46835
7927	12129	2	6475	2	46839
7928	12132	3	6480	3	46844
7929	12134	2	6484	4	46848
7930	12134	0	6490	0	46854
7931	12135	1	6501	1	46865
7932	12138	3	6505	2	46869
7933	12141	3	6509	3	46873
7934	12143	2	6513	4	46877
7935	12145	2	6519	0	46883
7936	12146	1	6523	1	46887
7937	12149	3	6527	2	46891
7938	12149	0	6531	3	46895
7939	12150	1	6538	4	46902
7940	12151	1	6545	0	46909
7941	12151	0	6550	1	46914
7942	12154	3	6555	2	46919
7943	12156	2	6559	3	46923
7944	12156	0	6564	4	46928
7945	12156	0	6573	0	46937
7946	12157	1	6579	1	46943
7947	12160	3	6583	2	46947
7948	12163	3	6587	3	46951
7949	12165	2	6591	4	46955
7950	12165	0	6597	0	46961
7951	12166	1	6603	1	46967
7952	12169	3	6607	2	46971
7953	12172	3	6611	3	46975
7954	12174	2	6615	4	46979
7955	12174	0	6621	0	46985
7956	12175	1	6640	1	47004
7957	12178	3	6644	2	47008
7958	12181	3	6648	3	47012
7959	12185	4	6652	4	47016
7960	12185	0	6656	0	47020
7961	12185	0	6666	1	47030
7962	12185	0	6674	2	47038
7963	12188	3	6681	3	47045
7964	12190	2	6685	4	47049
7965	12190	0	6691	0	47055
7966	12191	1	6697	1	47061
7967	12194	3	6701	2	47065
7968	12194	0	6705	3	47069
7969	12198	4	6712	4	47076
7970	12200	2	6716	0	47080
7971	12201	1	6720	1	47084
7972	12204	3	6724	2	47088
7973	12206	2	6728	3	47092
7974	12207	1	6733	4	47097
7975	12207	0	6740	0	47104
7976	12208	1	6747	1	47111
7977	12211	3	6751	2	47115
7978	12214	3	6755	3	47119
7979	12214	0	6759	4	47123
7980	12214	0	6784	0	47148
7981	12215	1	6805	1	47169
7982	12217	2	6809	2	47173
7983	12220	3	6814	3	47178
7984	12220	0	6818	4	47182
7985	12222	2	6827	0	47191
7986	12223	1	6831	1	47195
7987	12225	2	6835	2	47199
7988	12226	1	6840	3	47204
7989	12228	2	6846	4	47210
7990	12228	0	6852	0	47216
7991	12229	1	6858	1	47222
7992	12232	3	6862	2	47226
7993	12235	3	6866	3	47230
7994	12235	0	6870	4	47234
7995	12235	0	6880	0	47244
7996	12236	1	6886	1	47250
7997	12239	3	6890	2	47254
7998	12242	3	6894	3	47258
7999	12244	2	6898	4	47262
8000	12246	2	6904	0	47268
8001	12247	1	6908	1	47272
8002	12249	2	6912	2	47276
8003	12252	3	6917	3	47281
8004	12252	0	6921	4	47285
8005	12252	0	6930	0	47294
8006	12252	0	6939	1	47303
8007	12255	3	6944	2	47308
8008	12257	2	6948	3	47312
8009	12261	4	6953	4	47317
8010	12261	0	6957	0	47321
8011	12262	1	6967	1	47331
8012	12265	3	6971	2	47335
8013	12267	2	6975	3	47339
8014	12268	1	6980	4	47344
8015	12269	1	6987	0	47351
8016	12269	0	6992	1	47356
8017	12272	3	6997	2	47361
8018	12274	2	7001	3	47365
8019	12276	2	7006	4	47370
8020	12276	0	7012	0	47376
8021	12277	1	7018	1	47382
8022	12278	1	7022	2	47386
8023	12280	2	7028	3	47392
8024	12281	1	7033	4	47397
8025	12281	0	7040	0	47404
8026	12281	0	7047	1	47411
8027	12283	2	7052	2	47416
8028	12285	2	7057	3	47421
8029	12289	4	7062	4	47426
8030	12289	0	7066	0	47430
8031	12290	1	7076	1	47440
8032	12293	3	7080	2	47444
8033	12296	3	7084	3	47448
8034	12296	0	7088	4	47452
8035	12296	0	7103	0	47467
8036	12297	1	7109	1	47473
8037	12300	3	7113	2	47477
8038	12300	0	7117	3	47481
8039	12303	3	7124	4	47488
8040	12303	0	7129	0	47493
8041	12303	0	7136	1	47500
8042	12305	2	7143	2	47507
8043	12307	2	7148	3	47512
8044	12308	1	7153	4	47517
8045	12309	1	7160	0	47524
8046	12310	1	7165	1	47529
8047	12313	3	7169	2	47533
8048	12316	3	7173	3	47537
8049	12318	2	7177	4	47541
8050	12318	0	7183	0	47547
8051	12319	1	7195	1	47559
8052	12319	0	7199	2	47563
8053	12322	3	7206	3	47570
8054	12323	1	7210	4	47574
8055	12325	2	7217	0	47581
8056	12326	1	7221	1	47585
8057	12328	2	7225	2	47589
8058	12329	1	7230	3	47594
8059	12331	2	7236	4	47600
8060	12331	0	7242	0	47606
8061	12332	1	7249	1	47613
8062	12335	3	7253	2	47617
8063	12338	3	7257	3	47621
8064	12338	0	7261	4	47625
8065	12340	2	7269	0	47633
8066	12341	1	7273	1	47637
8067	12344	3	7277	2	47641
8068	12344	0	7281	3	47645
8069	12346	2	7288	4	47652
8070	12346	0	7294	0	47658
8071	12347	1	7300	1	47664
8072	12350	3	7304	2	47668
8073	12352	2	7308	3	47672
8074	12354	2	7313	4	47677
8075	12354	0	7319	0	47683
8076	12355	1	7328	1	47692
8077	12358	3	7332	2	47696
8078	12361	3	7336	3	47700
8079	12361	0	7340	4	47704
8080	12361	0	7355	0	47719
8081	12361	0	7365	1	47729
8082	12361	0	7373	2	47737
8083	12364	3	7380	3	47744
8084	12364	0	7384	4	47748
8085	12365	1	7393	0	47757
8086	12366	1	7398	1	47762
8087	12369	3	7402	2	47766
8088	12371	2	7406	3	47770
8089	12373	2	7411	4	47775
8090	12373	0	7417	0	47781
8091	12374	1	7423	1	47787
8092	12377	3	7427	2	47791
8093	12377	0	7431	3	47795
8094	12380	3	7438	4	47802
8095	12382	2	7443	0	47807
8096	12383	1	7447	1	47811
8097	12386	3	7451	2	47815
8098	12389	3	7455	3	47819
8099	12393	4	7459	4	47823
8100	12395	2	7463	0	47827
8101	12396	1	7467	1	47831
8102	12399	3	7471	2	47835
8103	12402	3	7475	3	47839
8104	12404	2	7479	4	47843
8105	12406	2	7485	0	47849
8106	12407	1	7489	1	47853
8107	12407	0	7493	2	47857
8108	12410	3	7502	3	47866
8109	12412	2	7506	4	47870
8110	12412	0	7512	0	47876
8111	12413	1	7518	1	47882
8112	12416	3	7522	2	47886
8113	12418	2	7526	3	47890
8114	12418	0	7531	4	47895
8115	12418	0	7546	0	47910
8116	12419	1	7552	1	47916
8117	12421	2	7556	2	47920
8118	12424	3	7561	3	47925
8119	12428	4	7565	4	47929
8120	12430	2	7569	0	47933
8121	12431	1	7573	1	47937
8122	12434	3	7577	2	47941
8123	12434	0	7581	3	47945
8124	12438	4	7588	4	47952
8125	12438	0	7592	0	47956
8126	12439	1	7602	1	47966
8127	12442	3	7606	2	47970
8128	12445	3	7610	3	47974
8129	12447	2	7614	4	47978
8130	12447	0	7620	0	47984
8131	12447	0	7632	1	47996
8132	12449	2	7642	2	48006
8133	12451	2	7647	3	48011
8134	12455	4	7652	4	48016
8135	12455	0	7656	0	48020
8136	12456	1	7666	1	48030
8137	12459	3	7670	2	48034
8138	12462	3	7674	3	48038
8139	12462	0	7678	4	48042
8140	12462	0	7688	0	48052
8141	12463	1	7694	1	48058
8142	12466	3	7698	2	48062
8143	12468	2	7702	3	48066
8144	12470	2	7707	4	48071
8145	12470	0	7713	0	48077
8146	12470	0	7721	1	48085
8147	12472	2	7727	2	48091
8148	12473	1	7732	3	48096
8149	12475	2	7738	4	48102
8150	12477	2	7744	0	48108
8151	12477	0	7748	1	48112
8152	12480	3	7756	2	48120
8153	12482	2	7760	3	48124
8154	12486	4	7765	4	48129
8155	12486	0	7769	0	48133
8156	12487	1	7785	1	48149
8157	12490	3	7789	2	48153
8158	12492	2	7793	3	48157
8159	12496	4	7798	4	48162
8160	12498	2	7802	0	48166
8161	12499	1	7806	1	48170
8162	12502	3	7810	2	48174
8163	12505	3	7814	3	48178
8164	12507	2	7818	4	48182
8165	12507	0	7824	0	48188
8166	12508	1	7845	1	48209
8167	12510	2	7849	2	48213
8168	12511	1	7854	3	48218
8169	12515	4	7860	4	48224
8170	12515	0	7864	0	48228
8171	12515	0	7873	1	48237
8172	12518	3	7880	2	48244
8173	12521	3	7884	3	48248
8174	12523	2	7888	4	48252
8175	12523	0	7894	0	48258
8176	12524	1	7900	1	48264
8177	12527	3	7904	2	48268
8178	12530	3	7908	3	48272
8179	12534	4	7912	4	48276
8180	12534	0	7916	0	48280
8181	12535	1	7926	1	48290
8182	12537	2	7930	2	48294
8183	12539	2	7935	3	48299
8184	12543	4	7940	4	48304
8185	12543	0	7944	0	48308
8186	12543	0	7956	1	48320
8187	12543	0	7966	2	48330
8188	12546	3	7975	3	48339
8189	12546	0	7979	4	48343
8190	12546	0	7991	0	48355
8191	12547	1	8000	1	48364
8192	12547	0	8004	2	48368
8193	12549	2	8012	3	48376
8194	12551	2	8017	4	48381
8195	12551	0	8023	0	48387
8196	12552	1	8031	1	48395
8197	12555	3	8035	2	48399
8198	12558	3	8039	3	48403
8199	12558	0	8043	4	48407
8200	12558	0	8051	0	48415
8201	12559	1	8061	1	48425
8202	12562	3	8065	2	48429
8203	12562	0	8069	3	48433
8204	12566	4	8076	4	48440
8205	12566	0	8080	0	48444
8206	12567	1	8089	1	48453
8207	12570	3	8093	2	48457
8208	12573	3	8097	3	48461
8209	12573	0	8101	4	48465
8210	12575	2	8117	0	48481
8211	12576	1	8121	1	48485
8212	12579	3	8125	2	48489
8213	12579	0	8129	3	48493
8214	12583	4	8136	4	48500
8215	12583	0	8140	0	48504
8216	12583	0	8148	1	48512
8217	12585	2	8154	2	48518
8218	12588	3	8159	3	48523
8219	12590	2	8163	4	48527
8220	12590	0	8169	0	48533
8221	12591	1	8179	1	48543
8222	12593	2	8183	2	48547
8223	12594	1	8188	3	48552
8224	12598	4	8194	4	48558
8225	12598	0	8198	0	48562
8226	12598	0	8208	1	48572
8227	12601	3	8217	2	48581
8228	12603	2	8221	3	48585
8229	12605	2	8226	4	48590
8230	12605	0	8232	0	48596
8231	12605	0	8240	1	48604
8232	12607	2	8246	2	48610
8233	12609	2	8251	3	48615
8234	12609	0	8256	4	48620
8235	12609	0	8265	0	48629
8236	12610	1	8271	1	48635
8237	12612	2	8275	2	48639
8238	12615	3	8280	3	48644
8239	12615	0	8284	4	48648
8240	12615	0	8292	0	48656
8241	12616	1	8301	1	48665
8242	12619	3	8305	2	48669
8243	12621	2	8309	3	48673
8244	12621	0	8314	4	48678
8245	12621	0	8327	0	48691
8246	12621	0	8333	1	48697
