i	height	delta	push_m	rock_m	push_i
2774	4218	0	6267	4	16358
2775	4219	1	6274	0	16365
2776	4222	3	6278	1	16369
2777	4225	3	6282	2	16373
2778	4227	2	6286	3	16377
2779	4227	0	6292	4	16383
2780	4228	1	6298	0	16389
2781	4231	3	6302	1	16393
2782	4234	3	6306	2	16397
2783	4234	0	6310	3	16401
2784	4234	0	6327	4	16418
2785	4235	1	6338	0	16429
2786	4237	2	6342	1	16433
2787	4240	3	6347	2	16438
2788	4240	0	6351	3	16442
2789	4242	2	6360	4	16451
2790	4243	1	6364	0	16455
2791	4246	3	6368	1	16459
2792	4246	0	6372	2	16463
2793	4250	4	6379	3	16470
2794	4250	0	6383	4	16474
2795	4251	1	6391	0	16482
2796	4254	3	6395	1	16486
2797	4257	3	6399	2	16490
2798	4257	0	6403	3	16494
2799	4257	0	6413	4	16504
2800	4258	1	6419	0	16510
2801	4261	3	6423	1	16514
2802	4263	2	6427	2	16518
2803	4263	0	6432	3	16523
2804	4264	1	6441	4	16532
2805	4265	1	6446	0	16537
2806	4268	3	6450	1	16541
2807	4270	2	6454	2	16545
2808	4271	1	6459	3	16550
2809	4272	1	6466	4	16557
2810	4273	1	6471	0	16562
2811	4275	2	6475	1	16566
2812	4278	3	6480	2	16571
2813	4280	2	6484	3	16575
2814	4280	0	6490	4	16581
2815	4281	1	6501	0	16592
2816	4284	3	6505	1	16596
2817	4287	3	6509	2	16600
2818	4289	2	6513	3	16604
2819	4291	2	6519	4	16610
2820	4292	1	6523	0	16614
2821	4295	3	6527	1	16618
2822	4295	0	6531	2	16622
2823	4296	1	6538	3	16629
2824	4297	1	6545	4	16636
2825	4297	0	6550	0	16641
2826	4300	3	6555	1	16646
2827	4302	2	6559	2	16650
2828	4302	0	6564	3	16655
2829	4302	0	6573	4	16664
2830	4303	1	6579	0	16670
2831	4306	3	6583	1	16674
2832	4309	3	6587	2	16678
2833	4311	2	6591	3	16682
2834	4311	0	6597	4	16688
2835	4312	1	6603	0	16694
2836	4315	3	6607	1	16698
2837	4318	3	6611	2	16702
2838	4320	2	6615	3	16706
2839	4320	0	6621	4	16712
2840	4321	1	6640	0	16731
2841	4324	3	6644	1	16735
2842	4327	3	6648	2	16739
2843	4331	4	6652	3	16743
2844	4331	0	6656	4	16747
2845	4331	0	6666	0	16757
2846	4331	0	6674	1	16765
2847	4334	3	6681	2	16772
2848	4336	2	6685	3	16776
2849	4336	0	6691	4	16782
2850	4337	1	6697	0	16788
2851	4340	3	6701	1	16792
2852	4340	0	6705	2	16796
2853	4344	4	6712	3	16803
2854	4346	2	6716	4	16807
2855	4347	1	6720	0	16811
2856	4350	3	6724	1	16815
2857	4352	2	6728	2	16819
2858	4353	1	6733	3	16824
2859	4353	0	6740	4	16831
2860	4354	1	6747	0	16838
2861	4357	3	6751	1	16842
2862	4360	3	6755	2	16846
2863	4360	0	6759	3	16850
2864	4360	0	6784	4	16875
2865	4361	1	6805	0	16896
2866	4363	2	6809	1	16900
2867	4366	3	6814	2	16905
2868	4366	0	6818	3	16909
2869	4368	2	6827	4	16918
2870	4369	1	6831	0	16922
2871	4371	2	6835	1	16926
2872	4372	1	6840	2	16931
2873	4374	2	6846	3	16937
2874	4374	0	6852	4	16943
2875	4375	1	6858	0	16949
2876	4378	3	6862	1	16953
2877	4381	3	6866	2	16957
2878	4381	0	6870	3	16961
2879	4381	0	6880	4	16971
2880	4382	1	6886	0	16977
2881	4385	3	6890	1	16981
2882	4388	3	6894	2	16985
2883	4390	2	6898	3	16989
2884	4392	2	6904	4	16995
2885	4393	1	6908	0	16999
2886	4395	2	6912	1	17003
2887	4398	3	6917	2	17008
2888	4398	0	6921	3	17012
2889	4398	0	6930	4	17021
2890	4398	0	6939	0	17030
2891	4401	3	6944	1	17035
2892	4403	2	6948	2	17039
2893	4407	4	6953	3	17044
2894	4407	0	6957	4	17048
2895	4408	1	6967	0	17058
2896	4411	3	6971	1	17062
2897	4413	2	6975	2	17066
2898	4414	1	6980	3	17071
2899	4415	1	6987	4	17078
2900	4415	0	6992	0	17083
2901	4418	3	6997	1	17088
2902	4420	2	7001	2	17092
2903	4422	2	7006	3	17097
2904	4422	0	7012	4	17103
2905	4423	1	7018	0	17109
2906	4424	1	7022	1	17113
2907	4426	2	7028	2	17119
2908	4427	1	7033	3	17124
2909	4427	0	7040	4	17131
2910	4427	0	7047	0	17138
2911	4429	2	7052	1	17143
2912	4431	2	7057	2	17148
2913	4435	4	7062	3	17153
2914	4435	0	7066	4	17157
2915	4436	1	7076	0	17167
2916	4439	3	7080	1	17171
2917	4442	3	7084	2	17175
2918	4442	0	7088	3	17179
2919	4442	0	7103	4	17194
2920	4443	1	7109	0	17200
2921	4446	3	7113	1	17204
2922	4446	0	7117	2	17208
2923	4449	3	7124	3	17215
2924	4449	0	7129	4	17220
2925	4449	0	7136	0	17227
2926	4451	2	7143	1	17234
2927	4453	2	7148	2	17239
2928	4454	1	7153	3	17244
2929	4455	1	7160	4	17251
2930	4456	1	7165	0	17256
2931	4459	3	7169	1	17260
2932	4462	3	7173	2	17264
2933	4464	2	7177	3	17268
2934	4464	0	7183	4	17274
2935	4465	1	7195	0	17286
2936	4465	0	7199	1	17290
2937	4468	3	7206	2	17297
2938	4469	1	7210	3	17301
2939	4471	2	7217	4	17308
2940	4472	1	7221	0	17312
2941	4474	2	7225	1	17316
2942	4475	1	7230	2	17321
2943	4477	2	7236	3	17327
2944	4477	0	7242	4	17333
2945	4478	1	7249	0	17340
2946	4481	3	7253	1	17344
2947	4484	3	7257	2	17348
2948	4484	0	7261	3	17352
2949	4486	2	7269	4	17360
2950	4487	1	7273	0	17364
2951	4490	3	7277	1	17368
2952	4490	0	7281	2	17372
2953	4492	2	7288	3	17379
2954	4492	0	7294	4	17385
2955	4493	1	7300	0	17391
2956	4496	3	7304	1	17395
2957	4498	2	7308	2	17399
2958	4500	2	7313	3	17404
2959	4500	0	7319	4	17410
2960	4501	1	7328	0	17419
2961	4504	3	7332	1	17423
2962	4507	3	7336	2	17427
2963	4507	0	7340	3	17431
2964	4507	0	7355	4	17446
2965	4507	0	7365	0	17456
2966	4507	0	7373	1	17464
2967	4510	3	7380	2	17471
2968	4510	0	7384	3	17475
2969	4511	1	7393	4	17484
2970	4512	1	7398	0	17489
2971	4515	3	7402	1	17493
2972	4517	2	7406	2	17497
2973	4519	2	7411	3	17502
2974	4519	0	7417	4	17508
2975	4520	1	7423	0	17514
2976	4523	3	7427	1	17518
2977	4523	0	7431	2	17522
2978	4526	3	7438	3	17529
2979	4528	2	7443	4	17534
2980	4529	1	7447	0	17538
2981	4532	3	7451	1	17542
2982	4535	3	7455	2	17546
2983	4539	4	7459	3	17550
2984	4541	2	7463	4	17554
2985	4542	1	7467	0	17558
2986	4545	3	7471	1	17562
2987	4548	3	7475	2	17566
2988	4550	2	7479	3	17570
2989	4552	2	7485	4	17576
2990	4553	1	7489	0	17580
2991	4553	0	7493	1	17584
2992	4556	3	7502	2	17593
2993	4558	2	7506	3	17597
2994	4558	0	7512	4	17603
2995	4559	1	7518	0	17609
2996	4562	3	7522	1	17613
2997	4564	2	7526	2	17617
2998	4564	0	7531	3	17622
2999	4564	0	7546	4	17637
3000	4565	1	7552	0	17643
3001	4567	2	7556	1	17647
3002	4570	3	7561	2	17652
3003	4574	4	7565	3	17656
3004	4576	2	7569	4	17660
3005	4577	1	7573	0	17664
3006	4580	3	7577	1	17668
3007	4580	0	7581	2	17672
3008	4584	4	7588	3	17679
3009	4584	0	7592	4	17683
3010	4585	1	7602	0	17693
3011	4588	3	7606	1	17697
3012	4591	3	7610	2	17701
3013	4593	2	7614	3	17705
3014	4593	0	7620	4	17711
3015	4593	0	7632	0	17723
3016	4595	2	7642	1	17733
3017	4597	2	7647	2	17738
3018	4601	4	7652	3	17743
3019	4601	0	7656	4	17747
3020	4602	1	7666	0	17757
3021	4605	3	7670	1	17761
3022	4608	3	7674	2	17765
3023	4608	0	7678	3	17769
3024	4608	0	7688	4	17779
3025	4609	1	7694	0	17785
3026	4612	3	7698	1	17789
3027	4614	2	7702	2	17793
3028	4616	2	7707	3	17798
3029	4616	0	7713	4	17804
3030	4616	0	7721	0	17812
3031	4618	2	7727	1	17818
3032	4619	1	7732	2	17823
3033	4621	2	7738	3	17829
3034	4623	2	7744	4	17835
3035	4623	0	7748	0	17839
3036	4626	3	7756	1	17847
3037	4628	2	7760	2	17851
3038	4632	4	7765	3	17856
3039	4632	0	7769	4	17860
3040	4633	1	7785	0	17876
3041	4636	3	7789	1	17880
3042	4638	2	7793	2	17884
3043	4642	4	7798	3	17889
3044	4644	2	7802	4	17893
3045	4645	1	7806	0	17897
3046	4648	3	7810	1	17901
3047	4651	3	7814	2	17905
3048	4653	2	7818	3	17909
3049	4653	0	7824	4	17915
3050	4654	1	7845	0	17936
3051	4656	2	7849	1	17940
3052	4657	1	7854	2	17945
3053	4661	4	7860	3	17951
3054	4661	0	7864	4	17955
3055	4661	0	7873	0	17964
3056	4664	3	7880	1	17971
3057	4667	3	7884	2	17975
3058	4669	2	7888	3	17979
3059	4669	0	7894	4	17985
3060	4670	1	7900	0	17991
3061	4673	3	7904	1	17995
3062	4676	3	7908	2	17999
3063	4680	4	7912	3	18003
3064	4680	0	7916	4	18007
3065	4681	1	7926	0	18017
3066	4683	2	7930	1	18021
3067	4685	2	7935	2	18026
3068	4689	4	7940	3	18031
3069	4689	0	7944	4	18035
3070	4689	0	7956	0	18047
3071	4689	0	7966	1	18057
3072	4692	3	7975	2	18066
3073	4692	0	7979	3	18070
3074	4692	0	7991	4	18082
3075	4693	1	8000	0	18091
3076	4693	0	8004	1	18095
3077	4695	2	8012	2	18103
3078	4697	2	8017	3	18108
3079	4697	0	8023	4	18114
3080	4698	1	8031	0	18122
3081	4701	3	8035	1	18126
3082	4704	3	8039	2	18130
3083	4704	0	8043	3	18134
3084	4704	0	8051	4	18142
3085	4705	1	8061	0	18152
3086	4708	3	8065	1	18156
3087	4708	0	8069	2	18160
3088	4712	4	8076	3	18167
3089	4712	0	8080	4	18171
3090	4713	1	8089	0	18180
3091	4716	3	8093	1	18184
3092	4719	3	8097	2	18188
3093	4719	0	8101	3	18192
3094	4721	2	8117	4	18208
3095	4722	1	8121	0	18212
3096	4725	3	8125	1	18216
3097	4725	0	8129	2	18220
3098	4729	4	8136	3	18227
3099	4729	0	8140	4	18231
3100	4729	0	8148	0	18239
3101	4731	2	8154	1	18245
3102	4734	3	8159	2	18250
3103	4736	2	8163	3	18254
3104	4736	0	8169	4	18260
3105	4737	1	8179	0	18270
3106	4739	2	8183	1	18274
3107	4740	1	8188	2	18279
3108	4744	4	8194	3	18285
3109	4744	0	8198	4	18289
3110	4744	0	8208	0	18299
3111	4747	3	8217	1	18308
3112	4749	2	8221	2	18312
3113	4751	2	8226	3	18317
3114	4751	0	8232	4	18323
3115	4751	0	8240	0	18331
3116	4753	2	8246	1	18337
3117	4755	2	8251	2	18342
3118	4755	0	8256	3	18347
3119	4755	0	8265	4	18356
3120	4756	1	8271	0	18362
3121	4758	2	8275	1	18366
3122	4761	3	8280	2	18371
3123	4761	0	8284	3	18375
3124	4761	0	8292	4	18383
3125	4762	1	8301	0	18392
3126	4765	3	8305	1	18396
3127	4767	2	8309	2	18400
3128	4767	0	8314	3	18405
3129	4767	0	8327	4	18418
3130	4767	0	8333	0	18424
3131	4769	2	8339	1	18430
3132	4770	1	8344	2	18435
3133	4772	2	8350	3	18441
3134	4772	0	8356	4	18447
3135	4773	1	8363	0	18454
3136	4776	3	8367	1	18458
3137	4779	3	8371	2	18462
3138	4779	0	8375	3	18466
3139	4779	0	8383	4	18474
3140	4780	1	8398	0	18489
3141	4783	3	8402	1	18493
3142	4783	0	8406	2	18497
3143	4786	3	8413	3	18504
3144	4786	0	8418	4	18509
3145	4786	0	8425	0	18516
3146	4789	3	8430	1	18521
3147	4791	2	8434	2	18525
3148	4791	0	8439	3	18530
3149	4791	0	8448	4	18539
3150	4792	1	8454	0	18545
3151	4794	2	8458	1	18549
3152	4796	2	8463	2	18554
3153	4797	1	8468	3	18559
3154	4798	1	8475	4	18566
3155	4799	1	8480	0	18571
3156	4802	3	8484	1	18575
3157	4802	0	8488	2	18579
3158	4804	2	8495	3	18586
3159	4806	2	8501	4	18592
3160	4806	0	8505	0	18596
3161	4806	0	8513	1	18604
3162	4809	3	8520	2	18611
3163	4813	4	8524	3	18615
3164	4815	2	8528	4	18619
3165	4816	1	8532	0	18623
3166	4818	2	8536	1	18627
3167	4821	3	8541	2	18632
3168	4821	0	8545	3	18636
3169	4821	0	8563	4	18654
3170	4821	0	8572	0	18663
3171	4823	2	8578	1	18669
3172	4826	3	8583	2	18674
3173	4826	0	8587	3	18678
3174	4828	2	8599	4	18690
3175	4829	1	8603	0	18694
3176	4832	3	8607	1	18698
3177	4835	3	8611	2	18702
3178	4835	0	8615	3	18706
3179	4835	0	8625	4	18716
3180	4836	1	8631	0	18722
3181	4839	3	8635	1	18726
3182	4842	3	8639	2	18730
3183	4846	4	8643	3	18734
3184	4846	0	8647	4	18738
3185	4847	1	8657	0	18748
3186	4850	3	8661	1	18752
3187	4852	2	8665	2	18756
3188	4852	0	8670	3	18761
3189	4853	1	8679	4	18770
3190	4854	1	8684	0	18775
3191	4856	2	8688	1	18779
3192	4859	3	8693	2	18784
3193	4859	0	8697	3	18788
3194	4860	1	8706	4	18797
3195	4861	1	8711	0	18802
3196	4864	3	8715	1	18806
3197	4866	2	8719	2	18810
3198	4870	4	8724	3	18815
3199	4870	0	8728	4	18819
3200	4871	1	8743	0	18834
3201	4874	3	8747	1	18838
3202	4877	3	8751	2	18842
3203	4881	4	8755	3	18846
3204	4881	0	8759	4	18850
3205	4882	1	8773	0	18864
3206	4885	3	8777	1	18868
3207	4888	3	8781	2	18872
3208	4888	0	8785	3	18876
3209	4888	0	8802	4	18893
3210	4889	1	8808	0	18899
3211	4892	3	8812	1	18903
3212	4892	0	8816	2	18907
3213	4896	4	8823	3	18914
3214	4898	2	8827	4	18918
3215	4899	1	8831	0	18922
3216	4902	3	8835	1	18926
3217	4905	3	8839	2	18930
3218	4905	0	8843	3	18934
3219	4905	0	8862	4	18953
3220	4905	0	8877	0	18968
3221	4907	2	8883	1	18974
3222	4908	1	8888	2	18979
3223	4910	2	8894	3	18985
3224	4910	0	8900	4	18991
3225	4911	1	8908	0	18999
3226	4914	3	8912	1	19003
3227	4914	0	8916	2	19007
3228	4916	2	8923	3	19014
3229	4916	0	8929	4	19020
3230	4916	0	8937	0	19028
3231	4918	2	8943	1	19034
3232	4920	2	8948	2	19039
3233	4922	2	8953	3	19044
3234	4924	2	8959	4	19050
3235	4924	0	8963	0	19054
3236	4926	2	8971	1	19062
3237	4926	0	8976	2	19067
3238	4930	4	8985	3	19076
3239	4932	2	8989	4	19080
3240	4933	1	8993	0	19084
3241	4936	3	8997	1	19088
3242	4939	3	9001	2	19092
3243	4939	0	9005	3	19096
3244	4939	0	9015	4	19106
3245	4940	1	9021	0	19112
3246	4943	3	9025	1	19116
3247	4946	3	9029	2	19120
3248	4948	2	9033	3	19124
3249	4950	2	9039	4	19130
3250	4951	1	9043	0	19134
3251	4954	3	9047	1	19138
3252	4957	3	9051	2	19142
3253	4957	0	9055	3	19146
3254	4957	0	9072	4	19163
3255	4957	0	9082	0	19173
3256	4959	2	9088	1	19179
3257	4961	2	9093	2	19184
3258	4963	2	9098	3	19189
3259	4963	0	9104	4	19195
3260	4964	1	9112	0	19203
3261	4967	3	9116	1	19207
3262	4969	2	9120	2	19211
3263	4971	2	9125	3	19216
3264	4971	0	9131	4	19222
3265	4972	1	9137	0	19228
3266	4975	3	9141	1	19232
3267	4977	2	9145	2	19236
3268	4977	0	9150	3	19241
3269	4977	0	9160	4	19251
3270	4978	1	9166	0	19257
3271	4981	3	9170	1	19261
3272	4981	0	9174	2	19265
3273	4983	2	9181	3	19272
3274	4985	2	9187	4	19278
3275	4986	1	9191	0	19282
3276	4988	2	9195	1	19286
3277	4990	2	9200	2	19291
3278	4994	4	9205	3	19296
3279	4994	0	9209	4	19300
3280	4995	1	9219	0	19310
3281	4997	2	9223	1	19314
3282	4999	2	9228	2	19319
3283	4999	0	9233	3	19324
3284	4999	0	9246	4	19337
3285	5000	1	9254	0	19345
3286	5002	2	9258	1	19349
3287	5005	3	9263	2	19354
3288	5005	0	9267	3	19358
3289	5007	2	9276	4	19367
3290	5008	1	9280	0	19371
3291	5011	3	9284	1	19375
3292	5014	3	9288	2	19379
3293	5014	0	9292	3	19383
3294	5014	0	9307	4	19398
3295	5015	1	9318	0	19409
3296	5018	3	9322	1	19413
3297	5020	2	9326	2	19417
3298	5020	0	9331	3	19422
3299	5020	0	9340	4	19431
3300	5021	1	9346	0	19437
3301	5024	3	9350	1	19441
3302	5024	0	9354	2	19445
3303	5027	3	9361	3	19452
3304	5027	0	9366	4	19457
3305	5028	1	9373	0	19464
3306	5031	3	9377	1	19468
3307	5033	2	9381	2	19472
3308	5035	2	9386	3	19477
3309	5035	0	9392	4	19483
3310	5036	1	9400	0	19491
3311	5038	2	9404	1	19495
3312	5039	1	9409	2	19500
3313	5042	3	9415	3	19506
3314	5042	0	9420	4	19511
3315	5042	0	9427	0	19518
3316	5045	3	9432	1	19523
3317	5047	2	9436	2	19527
3318	5049	2	9441	3	19532
3319	5051	2	9447	4	19538
3320	5052	1	9451	0	19542
3321	5055	3	9455	1	19546
3322	5058	3	9459	2	19550
3323	5058	0	9463	3	19554
3324	5058	0	9481	4	19572
3325	5059	1	9491	0	19582
3326	5062	3	9495	1	19586
3327	5065	3	9499	2	19590
3328	5065	0	9503	3	19594
3329	5065	0	9518	4	19609
3330	5066	1	9524	0	19615
3331	5069	3	9528	1	19619
3332	5071	2	9532	2	19623
3333	5073	2	9537	3	19628
3334	5073	0	9543	4	19634
3335	5074	1	9551	0	19642
3336	5077	3	9555	1	19646
3337	5080	3	9559	2	19650
3338	5082	2	9563	3	19654
3339	5084	2	9569	4	19660
3340	5085	1	9573	0	19664
3341	5088	3	9577	1	19668
3342	5091	3	9581	2	19672
3343	5093	2	9585	3	19676
3344	5095	2	9591	4	19682
3345	5096	1	9595	0	19686
3346	5097	1	9599	1	19690
3347	5099	2	9605	2	19696
3348	5101	2	9610	3	19701
3349	5101	0	9616	4	19707
3350	5101	0	9625	0	19716
3351	5103	2	9632	1	19723
3352	5103	0	9637	2	19728
3353	5104	1	9645	3	19736
3354	5104	0	9652	4	19743
3355	5105	1	9658	0	19749
3356	5107	2	9662	1	19753
3357	5110	3	9667	2	19758
3358	5112	2	9671	3	19762
3359	5112	0	9677	4	19768
3360	5113	1	9688	0	19779
3361	5116	3	9692	1	19783
3362	5118	2	9696	2	19787
3363	5120	2	9701	3	19792
3364	5122	2	9707	4	19798
3365	5123	1	9711	0	19802
3366	5126	3	9715	1	19806
3367	5129	3	9719	2	19810
3368	5129	0	9723	3	19814
3369	5129	0	9740	4	19831
3370	5130	1	9750	0	19841
3371	5130	0	9754	1	19845
3372	5133	3	9761	2	19852
3373	5137	4	9765	3	19856
3374	5137	0	9769	4	19860
3375	5137	0	9779	0	19870
3376	5137	0	9790	1	19881
3377	5140	3	9800	2	19891
3378	5144	4	9804	3	19895
3379	5146	2	9808	4	19899
3380	5147	1	9812	0	19903
3381	5150	3	9816	1	19907
3382	5153	3	9820	2	19911
3383	5153	0	9824	3	19915
3384	5153	0	9834	4	19925
3385	5154	1	9842	0	19933
3386	5156	2	9846	1	19937
3387	5157	1	9851	2	19942
3388	5159	2	9857	3	19948
3389	5161	2	9863	4	19954
3390	5162	1	9867	0	19958
3391	5165	3	9871	1	19962
3392	5167	2	9875	2	19966
3393	5171	4	9880	3	19971
3394	5173	2	9884	4	19975
3395	5174	1	9888	0	19979
3396	5177	3	9892	1	19983
3397	5180	3	9896	2	19987
3398	5180	0	9900	3	19991
3399	5180	0	9927	4	20018
3400	5181	1	9946	0	20037
3401	5184	3	9950	1	20041
3402	5187	3	9954	2	20045
3403	5189	2	9958	3	20049
3404	5189	0	9964	4	20055
3405	5190	1	9974	0	20065
3406	5192	2	9978	1	20069
3407	5193	1	9983	2	20074
3408	5195	2	9989	3	20080
3409	5195	0	9995	4	20086
3410	5196	1	10003	0	20094
3411	5198	2	10007	1	20098
3412	5199	1	10012	2	20103
3413	5202	3	10018	3	20109
3414	5202	0	10023	4	20114
3415	5203	1	10032	0	20123
3416	5206	3	10036	1	20127
3417	5209	3	10040	2	20131
3418	5211	2	10044	3	20135
3419	5213	2	10050	4	20141
3420	5214	1	10054	0	20145
3421	5215	1	10058	1	20149
3422	5218	3	10064	2	20155
3423	5222	4	10068	3	20159
3424	5224	2	10072	4	20163
3425	5225	1	10076	0	20167
3426	5227	2	10080	1	20171
3427	5230	3	10085	2	20176
3428	5234	4	10089	3	20180
3429	5234	0	2	4	20184
3430	5235	1	14	0	20196
3431	5238	3	18	1	20200
3432	5238	0	22	2	20204
3433	5238	0	36	3	20218
3434	5239	1	49	4	20231
3435	5240	1	54	0	20236
3436	5242	2	58	1	20240
3437	5244	2	63	2	20245
3438	5246	2	68	3	20250
3439	5246	0	74	4	20256
3440	5247	1	82	0	20264
3441	5249	2	86	1	20268
3442	5251	2	91	2	20273
3443	5253	2	96	3	20278
3444	5253	0	102	4	20284
3445	5254	1	111	0	20293
3446	5257	3	115	1	20297
3447	5259	2	119	2	20301
3448	5261	2	124	3	20306
3449	5263	2	130	4	20312
3450	5264	1	134	0	20316
3451	5266	2	138	1	20320
3452	5269	3	143	2	20325
3453	5269	0	147	3	20329
3454	5271	2	156	4	20338
3455	5272	1	160	0	20342
3456	5274	2	164	1	20346
3457	5277	3	169	2	20351
3458	5279	2	173	3	20355
3459	5279	0	179	4	20361
3460	5280	1	190	0	20372
3461	5283	3	194	1	20376
3462	5286	3	198	2	20380
3463	5286	0	202	3	20384
3464	5288	2	212	4	20394
3465	5289	1	216	0	20398
3466	5292	3	220	1	20402
3467	5295	3	224	2	20406
3468	5297	2	228	3	20410
3469	5299	2	234	4	20416
3470	5300	1	238	0	20420
3471	5303	3	242	1	20424
3472	5303	0	246	2	20428
3473	5306	3	253	3	20435
3474	5306	0	258	4	20440
3475	5306	0	273	0	20455
3476	5307	1	280	1	20462
3477	5309	2	286	2	20468
3478	5311	2	291	3	20473
3479	5313	2	297	4	20479
3480	5314	1	301	0	20483
3481	5317	3	305	1	20487
3482	5320	3	309	2	20491
3483	5320	0	313	3	20495
3484	5320	0	323	4	20505
3485	5321	1	329	0	20511
3486	5324	3	333	1	20515
3487	5326	2	337	2	20519
3488	5326	0	342	3	20524
3489	5326	0	365	4	20547
3490	5327	1	371	0	20553
3491	5329	2	375	1	20557
3492	5332	3	380	2	20562
3493	5336	4	384	3	20566
3494	5336	0	388	4	20570
3495	5336	0	398	0	20580
3496	5336	0	406	1	20588
3497	5339	3	413	2	20595
3498	5339	0	417	3	20599
3499	5339	0	425	4	20607
3500	5340	1	431	0	20613
3501	5343	3	435	1	20617
3502	5346	3	439	2	20621
3503	5346	0	443	3	20625
3504	5348	2	465	4	20647
3505	5349	1	469	0	20651
3506	5352	3	473	1	20655
3507	5352	0	477	2	20659
3508	5356	4	484	3	20666
3509	5356	0	488	4	20670
3510	5357	1	498	0	20680
3511	5360	3	502	1	20684
3512	5360	0	506	2	20688
3513	5362	2	513	3	20695
3514	5362	0	519	4	20701
3515	5363	1	526	0	20708
3516	5366	3	530	1	20712
3517	5369	3	534	2	20716
3518	5369	0	538	3	20720
3519	5369	0	548	4	20730
3520	5370	1	554	0	20736
3521	5372	2	558	1	20740
3522	5374	2	563	2	20745
3523	5376	2	568	3	20750
3524	5376	0	574	4	20756
3525	5377	1	584	0	20766
3526	5380	3	588	1	20770
3527	5383	3	592	2	20774
3528	5383	0	596	3	20778
3529	5383	0	612	4	20794
3530	5384	1	618	0	20800
3531	5386	2	622	1	20804
3532	5387	1	627	2	20809
3533	5391	4	633	3	20815
3534	5393	2	637	4	20819
3535	5394	1	641	0	20823
3536	5397	3	645	1	20827
3537	5400	3	649	2	20831
3538	5404	4	653	3	20835
3539	5406	2	657	4	20839
3540	5407	1	661	0	20843
3541	5410	3	665	1	20847
3542	5410	0	669	2	20851
3543	5413	3	676	3	20858
3544	5413	0	681	4	20863
3545	5414	1	690	0	20872
3546	5417	3	694	1	20876
3547	5420	3	698	2	20880
3548	5422	2	702	3	20884
3549	5422	0	708	4	20890
3550	5423	1	724	0	20906
3551	5426	3	728	1	20910
3552	5428	2	732	2	20914
3553	5430	2	737	3	20919
3554	5430	0	743	4	20925
3555	5431	1	761	0	20943
3556	5433	2	765	1	20947
3557	5436	3	770	2	20952
3558	5440	4	774	3	20956
3559	5440	0	778	4	20960
3560	5441	1	788	0	20970
3561	5444	3	792	1	20974
3562	5446	2	796	2	20978
3563	5450	4	801	3	20983
3564	5450	0	805	4	20987
3565	5450	0	815	0	20997
3566	5452	2	823	1	21005
3567	5454	2	828	2	21010
3568	5454	0	833	3	21015
3569	5454	0	844	4	21026
3570	5455	1	850	0	21032
3571	5457	2	854	1	21036
3572	5458	1	859	2	21041
3573	5460	2	865	3	21047
3574	5460	0	871	4	21053
3575	5460	0	879	0	21061
3576	5462	2	885	1	21067
3577	5462	0	890	2	21072
3578	5462	0	897	3	21079
3579	5464	2	905	4	21087
3580	5465	1	909	0	21091
3581	5467	2	913	1	21095
3582	5470	3	918	2	21100
3583	5470	0	922	3	21104
3584	5471	1	931	4	21113
3585	5472	1	936	0	21118
3586	5474	2	940	1	21122
3587	5476	2	945	2	21127
3588	5478	2	950	3	21132
3589	5478	0	956	4	21138
3590	5479	1	964	0	21146
3591	5482	3	968	1	21150
3592	5484	2	972	2	21154
3593	5488	4	977	3	21159
3594	5490	2	981	4	21163
3595	5491	1	985	0	21167
3596	5494	3	989	1	21171
3597	5497	3	993	2	21175
3598	5497	0	997	3	21179
3599	5499	2	1016	4	21198
3600	5500	1	1020	0	21202
3601	5503	3	1024	1	21206
3602	5505	2	1028	2	21210
3603	5505	0	1033	3	21215
3604	5505	0	1051	4	21233
3605	5506	1	1057	0	21239
3606	5508	2	1061	1	21243
3607	5511	3	1066	2	21248
3608	5511	0	1070	3	21252
3609	5513	2	1079	4	21261
3610	5514	1	1083	0	21265
3611	5516	2	1087	1	21269
3612	5519	3	1092	2	21274
3613	5519	0	1096	3	21278
3614	5520	1	1105	4	21287
3615	5521	1	1110	0	21292
3616	5524	3	1114	1	21296
3617	5526	2	1118	2	21300
3618	5530	4	1123	3	21305
3619	5532	2	1127	4	21309
3620	5533	1	1131	0	21313
3621	5535	2	1135	1	21317
3622	5537	2	1140	2	21322
3623	5539	2	1145	3	21327
3624	5539	0	1151	4	21333
3625	5540	1	1161	0	21343
3626	5543	3	1165	1	21347
3627	5546	3	1169	2	21351
3628	5550	4	1173	3	21355
3629	5550	0	1177	4	21359
3630	5550	0	1194	0	21376
3631	5553	3	1208	1	21390
3632	5555	2	1212	2	21394
3633	5557	2	1217	3	21399
3634	5559	2	1223	4	21405
3635	5560	1	1227	0	21409
3636	5563	3	1231	1	21413
3637	5565	2	1235	2	21417
3638	5567	2	1240	3	21422
3639	5567	0	1246	4	21428
3640	5568	1	1254	0	21436
3641	5570	2	1258	1	21440
3642	5571	1	1263	2	21445
3643	5571	0	1269	3	21451
3644	5572	1	1282	4	21464
3645	5572	0	1287	0	21469
3646	5575	3	1292	1	21474
3647	5578	3	1296	2	21478
3648	5580	2	1300	3	21482
3649	5582	2	1306	4	21488
3650	5582	0	1310	0	21492
3651	5582	0	1322	1	21504
3652	5582	0	1333	2	21515
3653	5586	4	1341	3	21523
3654	5586	0	1345	4	21527
3655	5587	1	1354	0	21536
3656	5590	3	1358	1	21540
3657	5593	3	1362	2	21544
